epoch,train_loss,train_mse,train_pfa_mse_g2,val_loss,val_mse,val_pfa_mse_g2,lr,epoch_s,gpu_peak_gb
1,0.16042262571516322,0.16070008943256578,0.01256494875191248,0.07132842358859147,0.07114183174951268,0.002416411861341599,0.001,122.59761190414429,48.92295026779175
2,0.05669244367684891,0.056705384533382065,0.0018136932330521925,0.057785526794545794,0.0576085638249269,0.001524556036929638,0.001,122.09854888916016,48.92295026779175
3,0.044741259164997,0.044752245408442984,0.0013037835580040837,0.051787733045570994,0.05162991540265595,0.0012837324801244234,0.001,122.24280405044556,48.92295026779175
4,0.036809366835809466,0.03681437734146564,0.0010964456231099123,0.04719535809229402,0.04706087285270468,0.0011342457572967686,0.001,121.86707043647766,48.92295026779175
5,0.031534439800724165,0.03154254545869883,0.0010033937295277913,0.044551359927829576,0.04441381186799464,0.0011199055080525358,0.001,121.81878757476807,48.92295026779175
6,0.02789113541314406,0.02789242251271625,0.0009355898802740532,0.043319545247975516,0.04318188958181043,0.001071489465515516,0.001,121.95325708389282,48.92295026779175
7,0.025460036443685417,0.025463116738243176,0.000888750336584989,0.04162353715475868,0.04150304108796296,0.0011522919044160006,0.001,121.94337487220764,48.92295026779175
8,0.023260047992886,0.023264787469161184,0.0008392986589879321,0.041822988156448394,0.041695368847465886,0.0010089931632691657,0.001,122.08033752441406,48.92295026779175
9,0.021993992391473323,0.022000388055098685,0.0008192290544335605,0.04065204269307501,0.04051427772447612,0.0008541139437441241,0.001,121.97152042388916,48.92295026779175
10,0.02062343322296641,0.020624827169377438,0.0007878971912446078,0.03996091714019284,0.03984346475999025,0.0008716411849385814,0.001,121.88844060897827,48.92295026779175
11,0.01975597371694757,0.01976173573038499,0.0007725691054648126,0.03929073429282974,0.039174051458942497,0.000929712998675324,0.001,121.84307670593262,48.92295026779175
12,0.018595751930973424,0.018596569038971125,0.0007455516388716056,0.03922260749865981,0.03911581852308723,0.0009275910328006186,0.001,122.02254271507263,48.92295026779175
13,0.0182515659522432,0.01824862540737695,0.0007487521732324048,0.039407429504482186,0.03929133101851852,0.0009213855592479482,0.001,121.78085327148438,48.92295026779175
14,0.017147640266747616,0.01714729527404666,0.0007167484728913559,0.0389848447897855,0.03887621695297271,0.000905049956507153,0.001,121.76171898841858,48.92295026779175
15,0.01670890664959799,0.01670736303377802,0.00070412662032752,0.039132766206474864,0.039033714173672025,0.000845652111963919,0.001,121.86209511756897,48.92295026779175
16,0.016141115771189554,0.016143104930974355,0.0006915454612227909,0.03841815352001611,0.03830954404239766,0.0008287804883125929,0.001,121.84091019630432,48.92295026779175
17,0.015694737316234345,0.015693288150660942,0.0006853313126454227,0.038521660820526236,0.03841876720882066,0.0009482067527129636,0.001,121.83603715896606,48.92295026779175
18,0.015054479783484296,0.015051531813474659,0.0006726302986430843,0.038600125678760165,0.03848632652595029,0.0008559146187981667,0.001,121.95491909980774,48.92295026779175
19,0.014765345046658124,0.014766393248202973,0.0006635002229820218,0.03828758094459772,0.03818833508467349,0.000901295635958164,0.001,121.9797568321228,48.92295026779175
20,0.014416257843875619,0.014409179378160027,0.0006557076372075499,0.03875980816562386,0.03866473467196638,0.0008362175201811986,0.0005,121.925856590271,48.92295026779175
21,0.013081312005811217,0.01308184669777199,0.0006283336384385301,0.037971173467881536,0.03787037669042398,0.000831466328505187,0.0005,122.03773069381714,48.92295026779175
22,0.012723995289250986,0.012722203466701694,0.0006207216393790747,0.038091272444409484,0.03800037615740741,0.0008693556888410222,0.0005,121.95302772521973,48.92295026779175
23,0.012511727615579296,0.0125110406672606,0.0006140749712000813,0.03814535588026047,0.03805710610075536,0.0008217995766310664,0.0005,121.9053726196289,48.92295026779175
24,0.012366980119650043,0.012368115710282651,0.0006098293955301681,0.03841434046626091,0.03832582084551657,0.0008305903084096852,0.0005,122.03064370155334,48.92295026779175
25,0.01233864870311609,0.012338852077432079,0.000608921247964714,0.03830760558519293,0.03820357140137671,0.0008192543467583015,0.0005,121.92859148979187,48.92295026779175
26,0.012157666997344637,0.012157390864857455,0.0006044501613019503,0.03862126741339179,0.03852748606542398,0.0008837869083672239,0.0005,121.89669752120972,48.92295026779175
27,0.011983673143853893,0.01198195677997076,0.0006000378486095814,0.038348266526180154,0.038261542321515594,0.0008176378862202516,0.0005,122.1174590587616,48.92295026779175
28,0.011824326798208613,0.011820852055540327,0.0005941774269119341,0.03867014744045103,0.038578401254873294,0.0008046296047188385,0.0005,122.13888835906982,48.92295026779175
29,0.011793414804973264,0.01179232820209704,0.0005943378392193053,0.03872107741806437,0.038626918859649126,0.0008240147597259945,0.0005,121.89753103256226,48.92295026779175
30,0.011645955527062291,0.011648070351524428,0.0005883431137261683,0.038349276682471525,0.0382525229958577,0.0008597172801083292,0.0005,122.0257248878479,48.92295026779175
31,0.011444956543785868,0.011444756577995553,0.0005832956862031368,0.03835504502058029,0.038261998126827484,0.0008268670328179298,0.0005,121.94622588157654,48.92295026779175
32,0.011296598351935841,0.011292990246748598,0.0005792886055788101,0.038486535715706205,0.038402356999269006,0.0008009735298784155,0.0005,121.94365096092224,48.92295026779175
33,0.011191029574221639,0.011189344537151254,0.000573371056554436,0.038406055201502406,0.03831142094602827,0.0008110775463065209,0.0005,121.84748387336731,48.92295026779175
34,0.011236449036358008,0.011236350782963268,0.0005724222755484413,0.03872654997908017,0.03863551458942495,0.000797278444930824,0.0005,121.94329142570496,48.92295026779175
35,0.010923889701935783,0.010921720130132187,0.0005654752324199118,0.039010356180369854,0.03891652834886696,0.0008152325547229476,0.0005,121.82236433029175,48.92295026779175
36,0.010978709628332906,0.010978549419202302,0.0005659046452165695,0.038827476310817635,0.03873536450718811,0.0008053133597499446,0.0005,122.07167458534241,48.92295026779175
37,0.010774030683756763,0.010769640052007189,0.0005613573539283192,0.038596270605921745,0.038499452287402536,0.0008216342887683221,0.0005,121.91782784461975,48.92295026779175
38,0.010575017078654535,0.010574111018785026,0.0005532047578422298,0.03861690109924359,0.03852926108674464,0.0008345742205604475,0.0005,121.9470603466034,48.92295026779175
