name,filename,group,source,gm_id,scale_id,pga_ms2,rms_acc_ms2,arias_proxy,duration_5_95_s,n_steps,dt,dominant_freq_hz,spectral_centroid_hz,band_0p1_1_hz,band_1_5_hz,band_5_10_hz,band_10_25_hz,sa_t0_ms2,psa_t0p2_ms2,psa_t0p5_ms2,psa_t1p0_ms2,psa_t2p0_ms2,psa_mean_0p1_0p5,psa_mean_0p5_1p5,psa_mean_1p5_4p0,pc1,pc2,train_nn_distance,train_nn_percentile
knet_gm0010_s09,knet_gm0010_s09.txt,train_pool,knet,10.0,9.0,1.0,0.1565680912345539,1.4708140315698566,23.62,3000,0.019999999999999574,1.1500000000000243,5.7989569129656955,0.16978103788171778,0.5672471088396551,0.23888318812773887,0.02352571633617074,1.0,2.479270805,1.526309954,1.74532984,0.3811080238,1.9859745197777778,1.4712786226380952,0.24635929851764707,0.2837756485683317,0.16496388819739102,0.0,0.0
knet_gm0011_s09,knet_gm0011_s09.txt,train_pool,knet,11.0,9.0,1.0,0.09458630243379194,0.5367941164857938,23.12,3000,0.019999999999999574,0.9000000000000191,5.892591785360452,0.13978568285695217,0.49143269980211973,0.34623861644998266,0.022515866739638565,1.0,1.86173208,0.9536159495,0.5311129515,0.3157223481,1.5958935452777778,0.5675530646333333,0.17917701060137256,-2.0576141721073937,-0.007373553506170894,0.0,0.0
knet_gm0012_s09,knet_gm0012_s09.txt,train_pool,knet,12.0,9.0,0.979,0.16444676580389928,1.6225643270017172,34.08,3000,0.019999999999999574,4.350000000000092,5.998117914997906,0.03943808145701736,0.4342256862335115,0.5071237141336369,0.019205930894276326,0.979,3.712106812,1.995866996,0.5094250012,0.5284813377,2.3757964422222226,0.6462824510238094,0.30538636150196075,-1.5365200735093698,-0.28125482425527526,0.0,0.0
knet_gm0013_s09,knet_gm0013_s09.txt,train_pool,knet,13.0,9.0,0.97668,0.11265145138665637,0.7614209699711989,12.36,3000,0.019999999999999574,2.400000000000051,5.21627998989177,0.10706139689092872,0.7500306633340095,0.1203203102539657,0.022499872676149925,0.97668,2.222136772,2.047250772,0.8293914217,0.2191325778,2.111395713333333,1.1796031973571428,0.16128790044352942,-1.0087324521914607,1.6366968200110015,0.0,0.0
knet_gm0014_s09,knet_gm0014_s09.txt,train_pool,knet,14.0,9.0,0.97782,0.09673109512814262,0.5614142858813743,17.159999999999997,3000,0.019999999999999574,1.5666666666667,5.387668090430823,0.062186570815149486,0.7745084246206654,0.14776911246592878,0.015350216260933271,0.97782,3.311152868,1.518325301,0.9990621744,0.1226933237,1.8795437544444442,1.115365140304762,0.13192060641843137,-1.500187334070068,1.6252487929039432,0.0,0.0
knet_gm0015_s09,knet_gm0015_s09.txt,train_pool,knet,15.0,9.0,1.0,0.11020693379555871,0.7287340953971052,15.880000000000003,3000,0.019999999999999574,2.3333333333333828,6.0647623006704245,0.01781047906439158,0.801703657227202,0.1351634777872945,0.0452661126490033,1.0,2.117542572,1.779902012,0.4707800331,0.1825203282,2.2562805667777774,0.6887231714952382,0.12226131498117647,-1.6615747525858784,2.157833629841145,0.0,0.0
knet_gm0016_s09,knet_gm0016_s09.txt,fixed_test,knet,16.0,9.0,0.91526,0.10505730549437992,0.6622222462643561,16.0,3000,0.019999999999999574,2.1000000000000445,7.52704906695032,0.042796937625765946,0.6216405416819416,0.22003666737389438,0.11546466695433209,0.91526,1.955927637,2.202009647,0.6387682669,0.2149608271,1.9317965789999998,0.7799355259,0.16182254912960783,-2.9236508138296062,-0.12753477476913433,1.7222063157129268,80.10000000000001
knet_gm0017_s09,knet_gm0017_s09.txt,train_pool,knet,17.0,9.0,1.0,0.11070979658628816,0.7353995436106212,16.98,3000,0.019999999999999574,0.8833333333333521,4.386666384757186,0.11931421571760122,0.7978621297633419,0.07536424357669376,0.007441609836984815,1.0,2.189841504,1.876885512,0.79270676,0.3435284451,2.2744649397777774,0.9794352032761903,0.17711442227607843,-0.29881283755313603,2.193024308846793,0.0,0.0
knet_gm0018_s09,knet_gm0018_s09.txt,train_pool,knet,18.0,9.0,1.0,0.12595004090176168,0.9518047681893064,20.68,3000,0.019999999999999574,0.8833333333333521,5.8545960271474495,0.20708713901636172,0.506047820838558,0.2597293424933738,0.027098912196909054,1.0,4.034700537,0.8605123792,1.028581521,0.643428087,1.8964380574111108,0.9091838073142858,0.301339812797451,-0.8830564396623042,-0.10605446340244296,5.960464477539063e-08,0.0
knet_gm0019_s09,knet_gm0019_s09.txt,fixed_test,knet,19.0,9.0,1.0,0.17786975390066007,1.8982589611608436,16.4,3000,0.019999999999999574,1.583333333333367,4.133836494358325,0.021384861853454423,0.9438646063385044,0.030041657727229568,0.004691637859947474,1.0,2.774879228,3.935119284,0.8392907453,0.2555732274,2.943825650444444,1.605861698657143,0.13043496046058825,1.4273147557998849,3.8045811416668176,1.1724403332182551,23.599999999999998
knet_gm0020_s09,knet_gm0020_s09.txt,train_pool,knet,20.0,9.0,0.97268,0.16100689442825614,1.5553932032058635,33.64,3000,0.019999999999999574,2.2833333333333816,4.806065043906352,0.05238932613808686,0.8672237508455785,0.06670734085681185,0.013667342069710967,0.97268,1.754307828,2.878810908,0.7092746778,0.5701620036,2.4657660461111113,0.9705933354190476,0.3581875906313725,0.6273067906447272,1.4433817191746616,0.0,0.0
knet_gm0021_s09,knet_gm0021_s09.txt,fixed_test,knet,21.0,9.0,0.90642,0.10369411473277182,0.6451481658127821,18.46,3000,0.019999999999999574,8.866666666666855,8.48507859971994,0.024929210142620825,0.42365176123834475,0.32956650353449235,0.22182521430766136,0.90642,1.837068072,1.595179701,0.5642116119,0.2382569752,1.5935810427777777,0.8889658987285711,0.13785300723313726,-4.6614174178809655,-2.050707453317049,2.6798831164189236,98.4
knet_gm0022_s09,knet_gm0022_s09.txt,train_pool,knet,22.0,9.0,1.0,0.09254305129486262,0.5138529805778034,10.16,3000,0.019999999999999574,0.5666666666666786,9.204458233484717,0.15144567186798077,0.19052696248942125,0.3761516626952504,0.2818259168443681,1.0,2.093718966,0.8854604158,0.5472879844,0.6862230756,1.6619733780666666,0.5259922310761903,0.38351808350000005,-3.26813700954964,-2.0362619260663233,8.429369702178807e-08,0.0
knet_gm0023_s09,knet_gm0023_s09.txt,train_pool,knet,23.0,9.0,0.95441,0.09067974200936715,0.4933689366531125,12.719999999999999,3000,0.019999999999999574,4.483333333333428,7.037686332373312,0.08110827463561411,0.38571531428436523,0.3990980227930439,0.13406419963125074,0.95441,2.660250294,0.7894299121,0.4847657099,0.2916721966,1.6397530555777775,0.5671802932619048,0.14457738208450982,-4.005701628661387,-1.0545121704635647,8.429369702178807e-08,0.0
knet_gm0024_s09,knet_gm0024_s09.txt,train_pool,knet,24.0,9.0,0.95674,0.15027490614110062,1.354952844942969,27.379999999999995,3000,0.019999999999999574,4.9666666666667725,5.70031318262734,0.015180971199369522,0.6439600310723907,0.3271831642138936,0.013423273818118019,0.95674,4.383796628,0.9150372306,0.4275958979,0.1405147744,2.2116021070666667,0.6063187269428572,0.14045938023921567,-2.5720894332121587,0.46923036600175694,0.0,0.0
