epoch,train_loss,train_mse,train_pfa_mse_g2,val_loss,val_mse,val_pfa_mse_g2,lr,epoch_s,gpu_peak_gb
1,0.5398052370370324,0.5404104079861111,0.06371772808638232,0.344787535860258,0.3447665338693957,0.01416366083580151,0.001,122.72867274284363,48.92295026779175
2,0.2638096573637493,0.2639506253807261,0.012442158760383116,0.24070974351728663,0.24067472648635477,0.011868228131567526,0.001,122.31520247459412,48.92295026779175
3,0.17999914344122162,0.18004627345272906,0.009760463303989834,0.20876513333881602,0.20866729318957114,0.01059329010589778,0.001,122.16115236282349,48.92295026779175
4,0.14751013757577583,0.147557279559576,0.008434331525138944,0.19046392379438176,0.19032309058235866,0.008894286323011967,0.001,122.10680747032166,48.92295026779175
5,0.12873221238824858,0.1287467502360502,0.007560598069464254,0.18188098818063736,0.18178555844907407,0.008044545748080426,0.001,122.22500967979431,48.92295026779175
6,0.11809946046169124,0.11809406977186891,0.007006071094881024,0.17497901180211237,0.17488141462597465,0.006484026588194552,0.001,122.21072363853455,48.92295026779175
7,0.10776908829141019,0.1077830493877924,0.006414675970523678,0.17098886914112987,0.17086583363791422,0.006114350801322893,0.001,122.13383889198303,48.92295026779175
8,0.10116152826752235,0.10118987314205653,0.0060113538252679925,0.1684511150507366,0.16833578734161794,0.006457134945350781,0.001,122.29259133338928,48.92295026779175
9,0.09589743402911656,0.0959317496268884,0.00564494734619096,0.16768157876589718,0.16754648300438596,0.005270093100809912,0.001,122.21865677833557,48.92295026779175
10,0.09043810716760692,0.09044217013888889,0.005300802764488242,0.16463563196799336,0.164494318957115,0.005666228449135496,0.001,122.1177909374237,48.92295026779175
11,0.08697711581836885,0.08698712810672514,0.005031833331487332,0.16343729548594532,0.16331608887670565,0.005798447933810496,0.001,122.24404811859131,48.92295026779175
12,0.08220161069462549,0.08220316699409114,0.004719190590562876,0.16692537748638323,0.16678958211500974,0.00648262231670625,0.001,122.19452738761902,48.92295026779175
13,0.0799618684756222,0.07995969979745371,0.004538843952424345,0.1677792431677089,0.16765852902655945,0.0046789099180210405,0.001,122.36136174201965,48.92295026779175
14,0.07670810929874876,0.07671505802266082,0.004328894770284843,0.1623029899509514,0.16215763401559455,0.004978969431760018,0.001,122.17738556861877,48.92295026779175
15,0.07380019072721254,0.07378694950810186,0.0040970552438183835,0.1629097179016646,0.16276123933966863,0.005001776044131719,0.001,122.32344269752502,48.92295026779175
16,0.072237827384205,0.07225384596201877,0.003991616455435056,0.16342288211864583,0.1632672054702729,0.004709054496553209,0.001,122.2744152545929,48.92295026779175
17,0.06950277078952362,0.0694964475397478,0.0037901153323943153,0.16368477221797495,0.16352476806164717,0.004550041643499631,0.001,122.3698992729187,48.92295026779175
18,0.06707283262330205,0.06706593453033625,0.0036237569371162103,0.16450338175191598,0.16433005497685185,0.004341936236933658,0.001,123.22791767120361,48.92295026779175
19,0.06556388563407001,0.06557835646244517,0.003525639718387559,0.16425670442335746,0.1640539875730994,0.004881961575725622,0.001,122.26223611831665,48.92295026779175
20,0.06301807809565495,0.06301604282788134,0.0033494306028934947,0.1653906102566158,0.1652221144005848,0.005073961702703732,0.0005,122.21032428741455,48.92295026779175
21,0.05909633222244569,0.059107245408442984,0.003148580832265274,0.16698536890394547,0.16681173946150096,0.004156560605032402,0.0005,122.21105742454529,48.92295026779175
22,0.05800328234127208,0.057992645741959066,0.003054901952283424,0.16720934562823353,0.16702162981237817,0.004092555934922737,0.0005,122.26308059692383,48.92295026779175
23,0.05707422924686724,0.05707136208576998,0.0029884807634771916,0.16832278493572683,0.1681435109039961,0.004118287260072273,0.0005,122.08475852012634,48.92295026779175
24,0.056210212909908436,0.0562127595790692,0.002931506146638714,0.1690314219278448,0.16886107440911305,0.004126381504605388,0.0005,121.98367047309875,48.92295026779175
25,0.055417546585424624,0.055411064129507796,0.0028738295944810612,0.17000020120073767,0.16982595760233918,0.00399901483142585,0.0005,122.10573768615723,48.92295026779175
26,0.054540254120061644,0.054542084589729534,0.0028154064427342333,0.17024233082638068,0.17006268823099416,0.004015621372133668,0.0005,122.21570324897766,48.92295026779175
27,0.05376793130009032,0.053764350214729535,0.0027700848293583298,0.17122102682204807,0.1710380267726608,0.003939888282128942,0.0005,122.06336164474487,48.92295026779175
28,0.053101164163715804,0.05308891298885234,0.0027197124351534927,0.17288629776414702,0.17268474034478556,0.003917551431042409,0.0005,122.08777952194214,48.92295026779175
29,0.05256880055278985,0.052571266390259504,0.002692876470367811,0.17236046032870517,0.17217683570906434,0.004036509868694328,0.0005,122.1043951511383,48.92295026779175
30,0.05221503636619048,0.052222886417976365,0.0026653260001313615,0.17326178686583743,0.17305996040448343,0.004131763197525203,0.0005,122.14628601074219,48.92295026779175
31,0.05082092625992512,0.050825652640716375,0.002588745600473114,0.17472049659665892,0.17452694231237817,0.003868757116864299,0.0005,122.06601667404175,48.92295026779175
32,0.05020541261269975,0.05020337005436769,0.002547133653833155,0.17483341430916505,0.17464891203703703,0.004105460713481345,0.0005,122.13669228553772,48.92295026779175
33,0.049466690854794944,0.04947000677692495,0.0025030299123616245,0.17748974701937506,0.1772972694322612,0.003728113693800586,0.0005,122.19039106369019,48.92295026779175
34,0.049093916094792425,0.04909418425621345,0.002483058134366197,0.17692013041061513,0.176721102582846,0.0038001263629623325,0.0005,122.1366024017334,48.92295026779175
35,0.04855332807151239,0.04854554485715156,0.0024574613762877837,0.17797886229613247,0.17779928697612085,0.003717605468125371,0.0005,121.92412424087524,48.92295026779175
36,0.04742113303448727,0.047419849004020465,0.002388772442501191,0.17822222937555873,0.17802323860867447,0.003902530300686931,0.0005,121.98880815505981,48.92295026779175
37,0.0473256547893606,0.047323449454800194,0.0023829698283769933,0.1791023463010788,0.17891723135964913,0.003811477283288164,0.0005,122.08234453201294,48.92295026779175
38,0.046188566361123055,0.046181951468841374,0.002311638057754751,0.17910870646729188,0.17893963343689084,0.003906887166681345,0.0005,122.03561568260193,48.92295026779175
39,0.045763407819973886,0.04576310084292763,0.0022993380755011797,0.18082191400668202,0.18061988791423003,0.0038409270006313657,0.0005,122.12052965164185,48.92295026779175
40,0.045777393949788005,0.045774062576145226,0.0022882160953959525,0.18066465679336996,0.18045157498781678,0.003953814851610284,0.00025,122.14521789550781,48.92295026779175
41,0.043639127081677095,0.04362926517955044,0.0021866474156839806,0.18231565066996744,0.1821293759137427,0.0037548358886562595,0.00025,121.94281959533691,48.92295026779175
42,0.04316442723928103,0.043165905290570177,0.002154894675079145,0.1826302746639532,0.1824534009502924,0.0038036256296592845,0.00025,122.02024555206299,48.92295026779175
43,0.042915626276117655,0.042911576567830165,0.002133630976865166,0.18306617920889573,0.1828889321393762,0.003826535473092955,0.00025,121.99267959594727,48.92295026779175
